opportunity_id,account,sales_agent,manager,regional_office,product,deal_stage,engage_date,close_value,priority_score,priority_label,top_positive_reason_1,top_positive_reason_2,top_risk_reason_1,top_risk_reason_2,recommended_action
DX1M0XF0,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
R6HYAPR6,Opentech,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
A8NXNY0M,Plusstrip,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
EYR5E7LO,Initech,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
4ROECHG6,Ron-tech,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
FVVATY89,Ron-tech,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
BV75OM0B,Rundofase,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
ZGTCQT1A,Rundofase,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
GR8JTX1T,Warephase,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
2IRZM0LB,Xx-zobam,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
99YRLZM0,Yearin,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
VJILDVVF,Zathunicon,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
A9DGDN56,Zencorporation,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
D01U08PR,Zumgoity,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
LFD1ZGJ8,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
4YJKB8EC,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
DIGG7U6M,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
VMXGBINH,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
N6BT2U29,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
T12MT0HL,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
HZVVOITE,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
P6Z4X54S,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
910NLQ80,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
8IPMP8NT,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
7YOJ4KU7,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
3K70RL7Q,,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
6RN7I8ZF,Condax,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
S1U1RD6K,Iselectrics,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
R0Q5BZ9Y,Blackzim,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
SYP74C5W,Bioholding,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
LO8L5ELD,Inity,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Prospecting,,,39.131415884117686,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
G7K3HJAT,,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,Prospecting,,,39.1109076079341,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
ZB3JRI67,,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,Prospecting,,,39.1109076079341,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
ETJR6FUL,Plexzap,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,Prospecting,,,39.1109076079341,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
9CYYLZ11,Stanredtax,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,Prospecting,,,39.1109076079341,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
RGW7PKJ6,Xx-zobam,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,Prospecting,,,39.1109076079341,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
BW0NOLCK,,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,Prospecting,,,39.1109076079341,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
4AUWVKUU,,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,Prospecting,,,39.1109076079341,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
NBE5EMSV,,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,Prospecting,,,39.1109076079341,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
D00KRY2S,,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,Prospecting,,,39.1109076079341,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
9YLUGU6I,,Marty Freudenburg,Melvin Marxen,Central,GTXPro,Prospecting,,,39.086673988925575,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
UND13JS5,Plusstrip,Marty Freudenburg,Melvin Marxen,Central,GTXPro,Prospecting,,,39.086673988925575,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
EG7S6ZOI,Konmatfix,Marty Freudenburg,Melvin Marxen,Central,GTXPro,Prospecting,,,39.086673988925575,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
M7UNLZEP,Finhigh,Marty Freudenburg,Melvin Marxen,Central,GTXPro,Prospecting,,,39.086673988925575,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
HFVWQIMF,,Marty Freudenburg,Melvin Marxen,Central,GTXPro,Prospecting,,,39.086673988925575,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
SAUIIUTV,,Marty Freudenburg,Melvin Marxen,Central,GTXPro,Prospecting,,,39.086673988925575,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
0BQTT5UF,Donware,Marty Freudenburg,Melvin Marxen,Central,GTXPro,Prospecting,,,39.086673988925575,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
B5H6M7AP,,Marty Freudenburg,Melvin Marxen,Central,GTXPro,Prospecting,,,39.086673988925575,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
9PDR4X2R,Hatfan,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Pro,Prospecting,,,39.07949034505267,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
9P9ISECL,Sumace,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Pro,Prospecting,,,39.07949034505267,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
GNN53C6D,,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Pro,Prospecting,,,39.07949034505267,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
6KHIXTAD,,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Pro,Prospecting,,,39.07949034505267,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
0D8Y5JA0,,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Pro,Prospecting,,,39.07949034505267,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
6CWZFOHJ,Green-Plus,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,38.99299448593618,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
GR9S7VHI,,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,38.99299448593618,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
XRJ54GNR,,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,38.99299448593618,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
G99CS23F,,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,38.99299448593618,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
8E0VRCLW,,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,38.99299448593618,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
YIU1B39V,,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,38.99299448593618,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
3LCLVRVV,,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Prospecting,,,38.99299448593618,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
CGRMC7OE,,Jonathan Berthelot,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.98014953010874,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
ZTCQWF53,Faxquote,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
XTXMQMRC,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
OQX98BBL,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
VAM56BG4,Acme Corporation,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
LKDSEQ2Q,Yearin,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
I2LEEFAM,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
OAECXU4A,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
64OXRCSR,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
1LWG4COF,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
V2V69I86,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
FY0SHNZY,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
TJ64MOUR,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
EG3X1ACF,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
FEL7FQQG,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
RH0FJYPZ,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
HD6YD6P9,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
0TQP0E65,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
IEMOIN3K,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
MTGV7WOM,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
JCRT0QHO,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
P95E1DOX,,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.917545588297784,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
O8JCYJSV,Silis,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
EABYCHB3,,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
0HR4TEU4,Plussunin,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
FMRVHL9O,Toughzap,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
YMI68O7S,Zumgoity,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
I43F0Z77,Betasoloin,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
VUFZB941,,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
6Z6DMG2V,,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
BZ96Z7AI,,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
QY7GTG6Y,,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
VZ28EXFN,,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
KOPIWJO5,,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
465ZW6J2,,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
YYMKOAVY,Donquadtech,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Prospecting,,,38.87280369310568,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
Q9UWOC28,Plusstrip,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Prospecting,,,38.75489057110776,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
YL29KX3L,Zumgoity,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Prospecting,,,38.75489057110776,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
OJDZN6UK,,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Prospecting,,,38.75489057110776,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
OM60BJ4S,,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Prospecting,,,38.75489057110776,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
T3T4OE0A,Konex,Niesha Huffines,Melvin Marxen,Central,MG Special,Prospecting,,,38.70187197888009,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
Y0EKPBLQ,,Niesha Huffines,Melvin Marxen,Central,MG Special,Prospecting,,,38.70187197888009,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
Z9CW6K35,,Niesha Huffines,Melvin Marxen,Central,MG Special,Prospecting,,,38.70187197888009,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
K7L1RE8B,,Niesha Huffines,Melvin Marxen,Central,MG Special,Prospecting,,,38.70187197888009,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
RPCZJOE2,,Niesha Huffines,Melvin Marxen,Central,MG Special,Prospecting,,,38.70187197888009,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
RKP2DVSU,Hottechi,Niesha Huffines,Melvin Marxen,Central,MG Special,Prospecting,,,38.70187197888009,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
6IG2A8KD,,Niesha Huffines,Melvin Marxen,Central,MG Special,Prospecting,,,38.70187197888009,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
